"","1mem_Bt_12pt5hr-2","1mem_Bt_12pt5hr-3","1mem_Bt_12pt5hr-4","1mem_Bt_25hr-2","1mem_Bt_25hr-3","1mem_Bt_25hr-4","1mem_Bt_30hr-2","1mem_Bt_30hr-3","1mem_Bt_30hr-4","1mem_Bt_35hr-2","1mem_Bt_35hr-3","1mem_Bt_35hr-4","1mem_Bt_40hr-2","1mem_Bt_40hr-3","1mem_Bt_40hr-4","1mem_Bt_45hr-2","1mem_Bt_45hr-3","1mem_Cv_12pt5hr-2","1mem_Cv_12pt5hr-3","1mem_Cv_12pt5hr-4","1mem_Cv_25hr-2","1mem_Cv_25hr-3","1mem_Cv_25hr-4","1mem_Cv_30hr-1","1mem_Cv_30hr-2","1mem_Cv_30hr-3","1mem_Cv_30hr-4","1mem_Cv_35hr-1","1mem_Cv_35hr-2","1mem_Cv_35hr-3","1mem_Cv_35hr-4","1mem_Cv_40hr-2","1mem_Cv_40hr-3","1mem_Cv_40hr-4","1mem_Cv_45hr-2","1mem_Cv_45hr-3","1mem_Cv_45hr-4","1mem_Ps_12pt5hr-2","1mem_Ps_12pt5hr-3","1mem_Ps_25hr-2","1mem_Ps_25hr-3","1mem_Ps_25hr-4","1mem_Ps_30hr-2","1mem_Ps_30hr-3","1mem_Ps_30hr-4","1mem_Ps_35hr-2","1mem_Ps_35hr-3","1mem_Ps_35hr-4","1mem_Ps_40hr-2","1mem_Ps_40hr-3","1mem_Ps_40hr-4","1mem_Ps_45hr-2","1mem_Ps_45hr-3","1mem_Ps_45hr-4"
"5.753688661/295.1545062","0.3502312","0.4250932","0.5562658","0.7281959","0.4641709","0.7513839","0.8806968","0.5321179","0.7439038","0.7243059","0.8944713","0.8389438","1.0193320","1.0569570","1.1080603","0.9653965","1.1697434","0.3680907","0.2205402","0.1921864","0.1843199","0.3738300","0.1812455","0.6721180","0.3583553","0.5702799","0.1836773","0.5186949","0.3263211","0.3024588","0.1882822","0.3474911","0.5331710","0.1937674","0.3392901","0.6216529","0.2116913","0.2083406","0.1905419","0.3687170","0.4431327","0.1845282","0.3276031","0.4123069","0.3641710","0.1905475","0.1975231","0.3353178","0.4214923","0.6014654","0.3560272","0.3068059","0.4767125","0.3866339"
"3.479799851/295.8864007","0.4954454","0.4840458","0.7053279","0.4438016","0.5932785","0.8832531","0.7562602","0.5847550","0.9520092","0.6961852","0.4373244","0.9408093","0.5665545","0.5038694","1.2171060","0.8293641","0.8098056","0.5702987","0.6614755","0.5760963","0.7768587","0.7699173","0.3911838","0.9221691","0.5148309","0.8675228","0.5489781","0.8001980","0.6465376","0.7786858","0.7029833","0.8364652","1.1140925","0.7026318","1.0704571","0.8198459","0.8242374","2.0254106","1.9360787","1.9593157","2.0953904","2.0581745","1.4899695","1.7882632","2.1099261","1.9785288","2.0378487","1.7615302","2.0297051","2.3533597","1.7095824","1.9320791","2.1260466","1.9385959"
"6.417954111/309.2067169","1.1894223","1.0630081","1.1235645","1.1099749","1.2075964","1.3023783","1.2379980","1.6709150","1.5277794","1.2097222","1.3280022","1.9094474","1.6423812","1.2317773","2.1151844","1.7765225","2.0723008","0.8537772","1.4451098","1.1814646","1.1179664","1.1960075","0.9236385","1.0477533","0.9310288","2.2971550","0.9938991","0.9120735","0.8681627","1.6090688","0.9176459","1.3284662","2.1350243","0.9765246","1.3268216","1.8125130","0.9352412","1.3527925","1.2214646","0.8215035","1.4138811","0.9767082","0.9387860","1.4313914","1.1930372","0.9704793","1.0772993","1.0056985","1.4007248","2.0972075","1.0061142","1.1864713","1.0858720","1.2156787"
"8.492614869/392.7036283","1.4597373","1.9365228","1.7551288","1.5458678","2.6589833","1.4837357","1.8203528","2.1519555","2.5042634","2.5624807","2.0711146","1.4462370","1.6539818","2.7414828","1.5752005","2.3238689","2.6598373","1.8520558","2.5071244","2.2796984","2.1057169","2.2036405","2.2623908","1.1820448","2.2672584","3.1577011","2.0413418","0.9397255","2.4696988","3.7502964","1.7358241","2.6250148","3.1779707","1.3782613","0.6578951","3.8753441","2.5072593","2.2917606","2.4454653","1.8556845","3.3093750","2.0407458","1.0040871","2.3231842","1.4105617","2.3353001","1.3834222","2.2678063","1.9751776","4.1632050","1.9445369","1.7475102","3.2308287","2.3933289"
"4.19210614/297.1812071","1.1846646","1.0971249","0.9477617","1.4616211","0.9109365","1.3300828","1.4294477","1.2306253","1.4958439","1.5148556","1.2009296","1.4973720","1.6126817","1.5928155","1.6767859","1.6801620","1.7760117","0.3689387","0.2205402","0.3923001","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.3266707","0.3882581","0.3024588","0.3564931","0.2308208","0.3768527","0.3544110","0.3336196","0.6554348","0.2116913","0.5803370","0.4051414","0.4012959","0.2820428","0.3671361","0.3571048","0.2616723","0.3879523","0.1905475","0.1975231","0.3837907","0.2430314","0.3538722","0.3968999","0.1839179","0.2490272","0.2157085"
"2.467581705/419.2405865","0.1907524","0.2328864","0.1830081","1.0615984","0.9278980","0.8832847","0.9297023","0.7696939","1.1737448","1.1829033","1.3607498","0.9117078","1.3228127","1.5609383","1.4566692","1.3622775","1.7602468","0.1858414","0.2205402","0.1921864","0.3335795","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.3171707","0.4216292","0.3024588","0.1882822","0.7471636","0.3768527","0.5704055","1.0693529","0.3850708","1.0010294","0.4027042","0.4395026","1.2023768","0.9935708","1.0448870","1.2233360","1.0177786","1.0070522","1.1663573","1.1512143","0.8743184","0.9959490","0.5986337","0.9166982","0.8697014","1.1251321","1.1741817"
"3.280269934/1041.347457","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.4237047","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.5270598","0.7255832","1.0888382","4.5065754","4.6950510","4.7996329","4.7757394","5.3938958","3.8092379","6.2858424","6.6368374","6.8333080","6.1445231","6.6012608","7.2882350","6.1612610","6.9475809","7.6000119","4.7032813","7.3167650","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.118518051/479.1771518","0.1907524","0.2328864","1.0823338","0.1918572","0.2659752","1.3871045","0.1871936","0.2923256","1.2164824","0.1874053","0.2111813","1.4942506","0.3321254","0.2044198","1.2673931","0.1891223","0.1922293","0.1858414","0.2205402","1.2387591","0.1843199","0.2313887","1.7073267","0.7118172","0.5749470","0.5514574","1.3596259","0.8371162","0.8297896","0.3024588","1.5977179","0.8512764","0.3768527","1.7935539","0.8025384","0.3850708","1.1536222","3.5261081","3.1371219","5.5971357","5.0220494","5.2502880","6.0155317","5.6048452","6.0596653","6.7698296","6.2008107","5.8700130","7.0720607","6.3533478","6.5591995","7.1165301","7.3835782","6.7128742"
"3.540768345/351.155658","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.3862468","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.4274589","0.1853669","0.2044198","0.1884342","0.5305098","0.4511027","0.1858414","0.2205402","0.1921864","1.0694688","1.6270360","1.6734641","0.5203394","1.7704741","1.9122820","2.0082276","1.1681298","2.2989214","2.5083135","2.3512708","2.8232886","2.9356238","2.5929503","3.0014280","3.0748627","2.8848611","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.4076138","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.5405686","0.2490272","0.2157085"
"2.567205773/186.0590505","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.3459594","0.1871936","0.2923256","0.3819137","0.1874053","0.2111813","0.4558224","0.1853669","0.2044198","0.4255756","0.1891223","0.1922293","0.1858414","0.2205402","0.3320344","0.1843199","0.2313887","0.3828963","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.3518068","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","1.8626095","1.8499620","1.8178405","1.7598517","2.2868767","2.0702048","2.1471750","3.2992704","1.9162157","2.7620032","2.1750941","2.4641768","3.3149504","2.8981434","2.6138355"
"3.288083289/587.2350068","0.6236392","0.4316678","0.6432478","0.7474375","0.6180193","0.8130969","0.8890133","0.6936864","0.8263602","0.9235070","0.7161619","0.8173272","0.6248505","0.7530650","1.0470623","0.8102660","0.8053400","0.5294075","0.5160512","0.7783805","0.9199630","0.5958057","0.8979341","0.7434475","0.6453236","0.5956815","1.1750306","0.8850189","0.9306900","1.0663262","1.1989821","1.2300894","2.0873711","1.6064137","1.4982175","1.6073933","1.0850778","0.4663313","0.4405758","0.8215837","0.5157402","0.7011248","0.8082344","0.5347091","0.9274332","0.7162473","0.6540428","0.7320353","0.5607923","0.3538722","0.7381190","0.8091257","0.4583598","0.7709886"
"3.054054226/334.176724","0.9388281","0.9999592","1.0733301","1.3240374","1.9612626","1.3981305","1.3124541","2.1177402","1.5767049","1.7214071","1.8252967","1.6044659","1.8314848","1.8201115","1.2465006","1.8913220","1.6017189","0.6307185","0.4540951","0.5330459","1.1605359","1.3849733","0.8729646","0.5450389","1.4453814","1.3613334","1.3642271","0.8782464","1.8121424","1.5790670","0.8958741","1.7646259","1.6698511","1.5847899","1.8324904","1.5122595","1.9741887","0.2083406","0.1905419","0.9254350","0.4764203","0.6739801","1.1899518","0.7908881","0.9190554","1.0577010","1.1232712","1.1370176","0.7798185","0.5511725","1.1974238","1.2018578","1.2181434","1.4331980"
"2.229973901/397.1606816","0.1907524","0.2328864","0.1830081","0.5648079","0.9184483","0.3994354","0.4617230","0.7307864","0.5283956","0.6782559","1.4128307","0.4821486","0.9993502","1.5550139","0.6764204","0.7529012","1.5149611","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.7170822","0.7777245","1.0743794","0.9549036","0.8488243","1.7363205","1.0921798","1.3423829","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"5.790657736/253.1805749","1.3222148","1.0699926","1.2074813","1.5884509","1.1370918","1.7601460","1.5170174","1.9651221","1.5701331","1.7810984","1.5968847","1.8601086","1.8718425","1.8551006","1.6671293","1.9877717","1.8783429","0.6650982","0.8678247","0.6562976","0.7329167","1.1574397","0.6966978","0.9401662","1.2415155","1.8419906","1.2898054","0.9086786","1.2879968","1.3291808","0.8752917","1.1702315","1.4125383","1.5517706","1.4859403","1.9131105","1.5706496","0.9094040","0.8358005","0.8271111","1.0634489","0.8119195","0.7226185","1.3523564","0.8769834","0.7346737","0.7965121","0.9925293","0.7662088","1.5128161","0.7032353","0.7582646","1.1032755","0.7543578"
"5.179107995/1021.151637","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","3.5986446","3.0607587","1.6455631","4.2564232","4.2051106","3.3448180","4.4078274","4.0821452","3.2452363","5.8435267","3.7705072","1.9910079","4.6245221","5.2950836","4.1416250"
"2.278623547/243.0769786","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.3663381","0.3683593","0.2923256","0.3747655","0.3928584","0.3727199","0.3457659","0.3538535","0.5196452","0.5646886","0.5713675","0.5658610","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","1.0440616","0.6687086","1.0585502","1.1297005","1.5548863","1.1131434","1.8568497","1.9684048","0.7780856","1.4334920","1.6017309","1.3918182","1.8852053","2.5759154","1.3440535"
"5.212136272/963.2236174","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.1884342","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.6472512","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","4.6314865","1.5509394","3.6934197","5.6636000","4.2624287","5.1125070","6.3476594","6.5276138","4.7733178","7.7020586","3.0215720","6.0969453","7.2868192","6.4765715","6.1232344"
"2.09139573/587.1457728","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.1890785","0.1871936","0.2923256","0.4148626","0.1874053","0.2111813","0.5066844","0.1853669","0.2044198","0.3513814","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.4710515","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.3694096","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","1.1323733","1.0926634","1.3427081","1.9562061","1.9609345","1.4378895","1.0438332","1.4274478","1.2364063","2.0524460","1.5200115","2.5452282","1.8393249","1.7467473","2.4067515"
"2.097542303/560.6891517","0.1907524","0.2328864","0.1830081","0.1918572","0.2659752","0.4854658","0.1871936","0.2923256","0.1881105","0.1874053","0.2111813","0.1880468","0.1853669","0.2044198","0.3555991","0.1891223","0.1922293","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.5363409","0.8012694","0.9279518","1.2810549","1.4739344","1.2329721","0.8630302","0.8666025","1.0756355","1.6096408","1.1761331","2.1096826","1.5459327","1.3112125","2.0963887"
"5.616079248/295.1910016","2.0054630","1.9926795","2.0836109","2.4144376","2.3948354","2.6081564","2.4651968","2.4762803","2.8761622","2.6174506","2.7184642","2.9651846","2.8105853","2.9685351","3.3443557","2.8155595","3.0761811","0.5118969","0.6259661","0.4678331","0.5189554","0.6262983","0.5882354","0.6868374","0.4791797","1.2509381","0.6287950","0.8761793","0.6576924","0.6632684","0.5932338","0.7683936","0.9486764","0.4759194","0.6033022","1.1410222","0.5499597","1.1368586","0.6923332","1.8219690","1.4500848","1.3004053","1.9205519","1.5957868","1.7820486","2.1134196","1.8543135","1.7086404","2.0978470","1.9733103","1.9859786","1.3057837","2.3995176","2.0424155"
"5.224320994/375.1476991","1.1498429","0.9276234","1.0464778","1.7065874","1.3340202","1.6328186","1.8858027","1.7243979","1.7814299","1.9057540","1.8023446","1.9192038","2.1537102","1.8353206","1.6093269","1.8569218","1.8247245","0.1858414","0.2205402","0.4088269","0.1843199","0.2313887","0.1812455","0.3417335","0.1901085","0.3374740","0.1836773","0.4458993","0.2043778","0.5346689","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.5319598","0.1836315","0.2616723","0.5740742","0.1905475","0.1975231","0.3331832","0.2430314","0.3538722","0.5075081","0.1839179","0.2490272","0.2157085"
"3.805643125/538.1450384","0.4544856","0.5994105","0.8519328","1.4862017","1.2653842","1.7420054","1.5883978","1.5164509","2.1074181","1.8790435","2.1070233","2.3464776","2.1401364","2.5483347","2.8972689","2.5224643","3.0119260","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.4066947","0.1836315","0.2616723","0.9855242","0.1905475","0.1975231","1.3778508","0.2430314","0.3538722","1.3697436","0.1839179","0.2490272","1.1232021"
"2.580309025/845.0699984","1.6446100","1.4555758","1.3235360","2.7958366","1.6839833","2.7145542","2.7067046","1.7246678","2.2944270","2.4785485","2.6004315","2.1700159","3.0153275","2.8129873","3.1806839","2.9744351","3.2439139","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.5391893","0.1836315","0.2616723","0.8451082","0.1905475","0.1975231","0.9632021","0.2430314","0.3538722","1.1228493","0.1839179","0.2490272","0.2157085"
"6.294760901/274.1808941","0.6296814","0.4234865","0.5345079","1.1295130","0.6631983","1.2795023","1.1787158","1.2000807","1.3597007","1.3616502","1.3726085","1.4538257","1.2240849","1.7837119","1.9945108","1.5461072","1.8084749","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.3484531","0.1975231","0.1896299","0.2430314","0.3538722","0.3450671","0.1839179","0.4136670","0.3806443"
"4.952886504/702.4008343","0.8603115","0.6884042","0.4174388","1.0361534","0.7378905","0.8992425","1.1058301","0.5785911","0.8197768","1.2661879","0.9399896","1.4881845","1.4896018","1.3103724","1.9257710","1.6759449","1.7547257","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"3.400282774/488.2225571","0.1907524","0.2328864","0.4225007","0.4407418","0.2659752","0.1890785","0.5331581","0.4588343","0.4452279","0.5942520","0.4636419","0.4444541","0.1853669","0.4911062","0.4721942","0.1891223","0.4208333","1.2905747","1.7867143","2.4144872","4.6562926","3.9310362","4.5338143","3.1824968","5.1073942","4.0973134","5.3873323","4.7486940","5.9908568","5.4219323","5.8347618","6.3089857","6.8210795","5.8035396","6.1297008","5.4761633","6.3904373","0.2083406","0.4145739","0.5187273","0.2820428","0.3784825","0.5782433","0.4553005","0.4552556","0.4763260","0.4320090","0.4068093","0.2430314","0.3538722","0.6063371","0.3621463","0.4516373","0.3705603"
"5.102268886/717.4196296","3.5155981","3.2162725","3.2074337","4.9709463","3.9732563","3.7090751","5.1041467","4.0527605","4.1381105","5.2472868","4.3410303","4.4507690","5.3460673","3.5890952","4.3966518","5.6142376","5.2721525","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.7692065","0.1836315","0.2616723","1.9484542","0.1905475","0.1975231","1.5642793","0.2430314","0.3538722","2.0415354","0.1839179","0.2490272","1.4530873"
"0.543292802/160.0612182"," 0.6422784"," 1.1921552"," 0.1830081"," 0.5853555"," 0.2659752"," 0.9832911"," 0.6004526"," 1.2060677"," 0.7109644"," 0.5457912"," 1.0847153"," 2.0580106"," 0.8450209"," 1.3609474"," 1.6251829"," 0.8570802"," 1.0667479"," 1.5121262"," 1.5563912"," 1.9586608"," 9.1484133"," 7.8091177"," 7.9832300"," 8.4184121"," 7.7567188"," 6.6050097","10.5072843","13.2099476","10.9470164","10.9841936"," 9.5918613","12.3577948"," 9.1204502","12.4123888","12.6752497"," 9.4515049","12.5506980"," 0.6876664"," 0.9321621"," 2.1096332"," 1.2832293"," 1.1188558"," 1.9711853"," 2.5576772"," 1.6702346"," 2.5959964"," 1.7277479"," 1.8403708"," 2.8275177"," 3.2091363"," 2.3796960"," 2.3202320"," 1.9177046"," 1.9826219"
"2.783087076/527.9054353","0.5666919","0.5105059","0.3673044","1.5565842","1.1423471","1.5781314","1.5027400","1.1873740","1.8486630","1.4815727","1.7224708","2.1409844","2.0359370","1.9775047","2.5152354","2.2851833","2.7984260","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.3558886","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.5833963","0.2430314","0.3538722","0.4970162","0.1839179","0.2490272","0.2157085"
"5.793340795/687.2647409","1.6219859","0.9092994","0.5900751","2.4519502","1.4718325","1.3764473","2.5614694","1.7897242","1.8674412","2.5555173","2.1976543","2.3269077","3.3954766","2.5390304","2.2394718","3.1266382","2.6265202","0.1858414","0.4307238","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.1889901","0.1905475","0.1975231","0.1896299","0.2430314","0.3538722","0.1857860","0.1839179","0.2490272","0.2157085"
"2.576370246/789.1084472","1.4453776","1.1647301","0.9937280","2.4935242","1.7237489","2.4217027","2.4978802","1.6655560","2.4751115","2.2476508","2.4358970","2.5727649","2.9186317","2.5408031","2.8875721","2.8011474","2.9405151","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.5452359","0.1836315","0.2616723","0.6417215","0.1905475","0.1975231","0.8247163","0.2430314","0.3538722","0.8348334","0.1839179","0.2490272","0.2157085"
"3.926500347/506.1185334","0.9023731","0.4987954","0.8975888","1.0167041","1.1220485","1.6323058","1.4354797","1.5911110","2.0613950","1.6312172","2.0530554","2.2866525","2.1418405","2.4667042","2.8285945","2.2724590","2.8101360","0.1858414","0.4086048","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.5666376","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.5906097","0.6602648","0.1836315","0.2616723","1.0841503","0.1905475","0.1975231","1.2753256","0.2430314","0.3538722","1.3784087","0.1839179","0.2490272","0.7457643"
"4.79632922/586.1640418","0.8762969","0.4758564","0.9910510","1.2970783","0.9832472","1.5268840","1.3322768","1.6742963","2.0508896","1.7336443","1.9250386","2.0986474","2.1301308","2.2116398","2.4543933","2.1851103","2.4791832","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.5640535","0.1836315","0.2616723","0.5895437","0.1905475","0.1975231","0.8802448","0.2430314","0.3538722","0.9863811","0.1839179","0.2490272","0.6624454"
"2.576402313/839.0527491","1.6886289","1.5315892","1.1741063","2.7426460","1.8423133","2.6912204","2.7023594","1.7307215","2.8709332","2.5571214","2.6458961","2.8027232","2.8935694","2.8867219","3.1314878","2.9334127","3.2683856","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.8194105","0.1836315","0.2616723","0.8950294","0.1905475","0.3340286","1.0178991","0.2430314","0.3538722","1.0964661","0.1839179","0.2490272","0.2157085"
"2.576745233/547.8941054","1.5571522","1.2078305","1.2358253","2.8629420","1.7088386","2.9940333","2.9751173","1.5050751","3.1253362","2.9256117","2.8702636","3.2153032","3.1980720","3.1964914","2.7296366","3.3137708","3.6350580","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.7115179","0.1836315","0.2616723","0.8289520","0.1905475","0.1975231","1.0055981","0.2430314","0.3538722","1.1006733","0.1839179","0.2490272","0.2157085"
"5.022110716/272.1863372","1.8478339","1.9990140","1.6197458","2.7974626","2.5164799","2.7432241","2.7476175","2.7653281","3.1326446","2.9067737","3.0905317","3.3219007","3.2123749","3.5027749","3.6439005","3.3252135","3.8494352","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.3780730","0.4770342","0.3024588","0.3809220","0.2308208","0.3768527","0.4358774","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","1.2157630","0.1836315","0.2616723","1.5424770","0.1905475","0.1975231","1.5992840","0.2430314","0.3538722","1.7983477","0.1839179","0.2490272","1.0793192"
"4.862668998/316.2122726","0.8456918","0.5987895","0.7385080","1.5321732","1.4466075","1.5853699","1.6184430","1.5269732","1.7297620","1.6767411","1.7053930","1.8462496","1.8118838","1.8756497","2.0899122","1.8028686","1.9902217","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.3981304","0.1836315","0.2616723","0.7419601","0.1905475","0.1975231","0.6186524","0.2430314","0.3538722","0.7542658","0.1839179","0.2490272","0.4102252"
"3.684481113/288.1447849","1.5379005","1.2130678","1.7133936","1.7135382","1.4990878","1.7980865","1.8183500","1.4795847","1.9337652","1.9475478","1.6789659","2.1000264","2.0216062","1.7747247","2.2087065","2.1726101","1.7994708","0.1858414","0.2205402","0.1921864","0.1843199","0.2313887","0.1812455","0.1646155","0.1901085","0.3374740","0.1836773","0.1559899","0.2043778","0.3024588","0.1882822","0.2308208","0.3768527","0.1937674","0.1895645","0.3850708","0.2116913","0.2083406","0.1905419","0.1859542","0.2820428","0.1845282","0.1836315","0.2616723","0.7071284","0.1905475","0.1975231","0.5834644","0.2430314","0.3538722","0.4869535","0.1839179","0.2490272","0.2157085"
